SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_50_72,1225,31502,626,79611,221,27303,9674,5790,9420,7668,418,12722,
seq_50_73,1225,32922,574,81203,219,24166,9833,6253,9556,7754,419,13912,
seq_50_74,1225,35405,665,85119,226,27901,9965,7806,9671,8296,411,14323,
seq_50_75,1225,33490,616,81798,213,25054,10042,6349,9866,9409,424,14126,
seq_50_76,1225,34067,714,88410,221,21701,10177,6655,10003,7634,414,12918,
seq_50_77,1225,30647,494,61684,218,21572,10323,6346,10108,34070,418,13264,
seq_50_78,1225,32023,579,72178,223,21016,10440,5901,10276,9337,408,12430,
seq_50_79,1225,35757,717,88160,227,22032,10587,7207,10379,7055,415,13305,
seq_50_80,1225,32424,624,75871,222,20484,10699,5823,10464,7198,416,13830,
seq_50_81,1225,30997,554,70124,221,20666,10811,6321,10587,7074,421,15193,
seq_50_82,1225,32577,630,77625,225,22403,10910,6082,10713,7692,410,13084,
seq_50_83,1225,33000,593,73570,215,21349,11052,6990,10826,7390,417,14456,
seq_50_84,1225,32041,574,89684,218,28709,11171,6954,10943,9178,407,13923,
seq_50_85,1225,34122,564,72597,224,24224,11280,6866,11091,8116,423,14006,
seq_50_86,1225,34315,663,84327,221,24091,11399,6540,11263,8330,419,13621,
seq_50_87,1225,32516,589,75229,223,22838,11513,8818,11402,10116,421,14318,
seq_50_88,1225,33656,601,76532,220,22530,11622,6160,11517,7169,418,13212,
seq_50_89,1225,32678,624,78694,218,21073,11715,6003,11594,7730,416,14156,
seq_50_90,1225,33908,683,84653,221,22808,11860,7003,11709,8320,412,13013,
seq_50_91,1225,34067,667,80864,227,44010,11970,6126,11830,36555,410,13947,
seq_50_92,1225,32199,557,77504,222,22628,12086,6739,11944,7786,412,13498,
seq_50_93,1225,31718,543,74418,217,22500,12210,23432,12110,8140,415,13842,
seq_50_94,1225,36512,631,90978,220,23516,12329,4329,12219,6967,413,13550,
seq_50_95,1225,33366,631,31789,217,28766,12445,4263,12395,7661,415,13400,
seq_50_96,1225,32705,638,14273,223,21211,12554,3993,12619,9211,414,14251,
seq_50_97,1225,32869,672,14699,225,22634,12655,3610,12798,7568,423,12842,
seq_50_98,1225,31275,581,12811,225,20947,12777,4235,12934,7532,419,13402,
seq_50_99,1225,53248,639,14453,223,25784,12986,4898,13043,7467,423,13356,
seq_100_0,4950,146666,2606,50106,535,59521,13339,9360,13469,18680,1033,26959,
seq_100_1,4950,123780,2430,51553,542,49624,13672,8213,13843,16074,1017,26520,
seq_100_2,4950,137816,2452,49031,530,49577,13907,9124,14177,16341,1042,27234,
seq_100_3,4950,135666,2392,47093,533,52004,14222,8470,14489,15544,1036,26067,
seq_100_4,4950,137622,2777,55958,541,47377,14555,8301,14864,17839,1015,25668,
seq_100_5,4950,136740,2625,50841,536,44445,14828,7851,15226,16313,1031,39594,
seq_100_6,4950,137984,2648,52773,548,47699,15129,8329,15515,18272,1026,49259,
seq_100_7,4950,145210,2706,53614,528,52693,15371,9036,15912,18151,1043,12529,
seq_100_8,4950,142716,2607,53780,534,51573,15651,8727,16378,26192,1011,12047,
seq_100_9,4950,136356,2452,48289,531,54794,15999,9108,16638,10688,1024,11989,
seq_100_10,4950,132943,2457,49404,540,45949,16268,7752,16911,10157,1025,11253,
seq_100_11,4950,134544,2436,49863,529,47615,16555,8552,17160,10338,1023,11734,
seq_100_12,4950,127827,2203,44263,544,47207,16795,8205,17413,10023,1005,11443,
seq_100_13,4950,132370,2337,48238,534,46262,17167,8708,17704,11469,1046,12207,
seq_100_14,4950,133448,2343,46900,532,51613,17581,8992,18047,10027,1034,11434,
seq_100_15,4950,140229,2643,51364,545,50115,17963,9572,18323,11068,1031,12122,
seq_100_16,4950,183172,2120,42698,539,52922,18272,8594,18630,11404,1040,12445,
seq_100_17,4950,128200,2390,48092,531,53725,18691,9409,18980,11213,1039,12222,
seq_100_18,4950,150633,2555,49545,545,47941,18929,8503,19291,10712,1020,12245,
seq_100_19,4950,267458,2662,52763,555,51446,19189,8543,19710,11329,1008,11831,
seq_100_20,4950,125151,2330,48187,536,47360,19529,8399,20018,22841,1038,12011,
seq_100_21,4950,249410,2152,45738,538,48217,20147,9512,20380,9824,1035,12281,
seq_100_22,4950,124654,2152,43492,544,48989,20363,8169,20724,9901,1034,12224,
seq_100_23,4950,248899,2679,54615,536,35467,20650,8674,20984,10044,1016,11922,
seq_100_24,4950,123132,2289,46229,552,22736,20958,8677,21356,9799,1029,12326,
seq_100_25,4950,243504,2405,45861,546,20381,21318,8422,21643,9654,1004,11752,
seq_100_26,4950,151405,2480,47988,541,23394,21664,8296,21950,10279,1020,12594,
seq_100_27,4950,341426,2572,90421,544,36648,22026,20660,22309,14292,1025,12484,
seq_100_28,4950,130769,2585,53750,544,27439,22409,12087,22609,29800,1043,17001,
seq_100_29,4950,262274,2616,55861,539,21824,22719,9004,22914,12076,1023,13055,
seq_100_30,4950,36084,2339,50437,544,27374,23048,8577,23142,10143,1048,13304,
seq_100_31,4950,32882,2555,51976,541,26362,23342,24548,23444,13774,1037,16224,
seq_100_32,4950,47909,2437,48906,539,26829,23613,8356,23960,10466,1030,12812,
seq_100_33,4950,43862,2361,79657,541,39367,23911,13027,24278,14621,1023,18261,
seq_100_34,4950,51881,2353,84959,543,38936,24320,12642,24688,14822,1031,19400,
seq_100_35,4950,56113,2688,94157,539,28466,24590,10286,25174,11675,1029,13314,
seq_100_36,4950,35277,2542,56557,535,32777,24811,8708,25529,12062,1030,13249,
seq_100_37,4950,36210,2507,52806,544,24776,25101,9536,25902,10128,1027,13199,
seq_100_38,4950,38667,2478,52339,539,22304,25409,8432,26253,10158,1026,13117,
seq_100_39,4950,41032,2466,53115,538,25808,25705,8751,26550,10301,1034,13471,
seq_100_40,4950,38145,2732,88392,535,37082,26041,12998,26799,14372,1028,19710,
seq_100_41,4950,31783,2285,56209,533,45542,26300,10784,27128,13249,1032,16933,
seq_100_42,4950,50344,2671,247708,547,36401,26665,38770,27433,15551,1022,18704,
seq_100_43,4950,53553,2766,86757,546,35374,26897,11693,27844,21928,1023,20516,
seq_100_44,4950,54946,2711,99423,536,44094,27171,12468,28115,16409,1038,20117,
seq_100_45,4950,53348,2654,273547,546,35137,27468,11209,28447,16649,1014,18364,
seq_100_46,4950,35227,2519,86763,539,40862,27782,12079,28792,15751,1017,19057,
seq_100_47,4950,52377,2321,47613,546,24032,28205,9394,29139,11440,1040,13145,
seq_100_48,4950,49369,2576,343297,535,36095,28520,11972,29488,38272,1033,19299,
seq_100_49,4950,46798,2415,48764,552,26339,28865,8403,29892,10792,1026,12513,
seq_100_50,4950,33302,2610,53259,545,23350,29138,7885,30182,9557,1035,12893,
seq_100_51,4950,36326,2650,109311,540,22379,29424,7533,30444,8831,1028,12550,
seq_100_52,4950,33863,2530,52033,541,20160,29779,8067,30776,8591,1026,12130,
seq_100_53,4950,58082,2315,47035,539,25833,30032,7891,31083,9532,1023,13570,
seq_100_54,4950,36496,2513,54950,529,33304,30336,9369,31436,9816,1035,12579,
seq_100_55,4950,31988,2316,167444,544,27574,30683,8968,31722,9893,1038,13266,
seq_100_56,4950,35290,2693,56940,542,22243,30978,8080,32101,10356,1014,12817,
seq_100_57,4950,36188,2577,53061,551,23303,31278,7878,32351,9962,1016,12720,
seq_100_58,4950,34877,2305,145427,538,22047,31711,8795,32658,9447,1029,12940,
seq_100_59,4950,37418,2751,54014,539,29352,32029,8906,32941,9742,1035,12565,
seq_100_60,4950,34929,2462,78695,536,39162,32305,11358,33210,14212,1023,24291,
seq_100_61,4950,55814,2449,18953,550,36438,32572,11844,33562,16987,1027,19149,
seq_100_62,4950,43657,2402,25577,544,27545,32848,8388,33990,10537,1033,12707,
seq_100_63,4950,34199,2852,13256,529,21952,33276,9168,34334,9442,1040,12820,
seq_100_64,4950,45727,2216,10904,548,26398,33615,8244,34721,29372,1019,19233,
seq_100_65,4950,52777,2571,22300,550,38495,33846,11126,35124,16507,1029,20440,
seq_100_66,4950,59690,2580,22018,536,36340,34126,10973,35579,14083,1030,19370,
seq_100_67,4950,52312,2516,21261,535,30916,34440,11728,35830,12223,1018,18736,
seq_100_68,4950,58928,2571,20877,542,41670,34733,11491,36274,13635,1036,19563,
seq_100_69,4950,51821,2523,21325,549,30056,35051,11287,36650,14077,1032,18966,
seq_100_70,4950,62894,2766,23055,538,36519,35456,12406,36922,12444,1035,19628,
seq_100_71,4950,51289,2102,24266,546,32660,35809,11776,37168,12474,1034,18693,
seq_100_72,4950,53871,2650,20345,541,32725,36070,10280,37542,13505,1021,17787,
seq_100_73,4950,53842,2366,22311,540,29441,36461,8948,37909,9530,1033,12400,
seq_100_74,4950,48708,2772,21713,542,31142,36747,8468,38153,8827,1014,12262,
seq_100_75,4950,43686,1861,15463,531,40726,37042,8009,38536,9929,1033,12256,
seq_100_76,4950,46266,2484,18906,545,31855,37308,7928,38869,9461,1030,12816,
seq_100_77,4950,47028,2400,22180,538,31712,37614,7644,39065,8846,1021,12300,
seq_100_78,4950,48655,2708,21033,541,26793,37956,7944,39310,9081,1035,12308,
seq_100_79,4950,49522,2398,11163,540,30067,38271,8716,39584,9668,1035,12773,
seq_100_80,4950,45176,2349,15898,548,41074,38569,10935,39982,10060,1031,12077,
seq_100_81,4950,49076,2786,23667,541,41460,38871,8095,40255,8935,1028,12541,
seq_100_82,4950,46372,2446,24541,546,38522,39186,7721,40483,8998,1024,12371,
seq_100_83,4950,45728,2317,19739,536,41818,39518,8216,40903,10149,1028,12237,
seq_100_84,4950,45236,2199,17391,543,36559,40056,10192,41233,9578,1043,12437,
seq_100_85,4950,56981,2569,24406,537,35813,40402,13568,41535,12602,1027,18285,
seq_100_86,4950,51446,2493,18471,531,33687,40666,10940,41822,11956,1043,28901,
seq_100_87,4950,50984,2564,21380,534,34164,41040,12030,42156,13655,1019,18836,
seq_100_88,4950,46780,2373,17970,538,59309,41348,9277,42517,10812,1030,12509,
seq_100_89,4950,53421,2632,28757,544,30130,41727,9193,42865,9615,1031,13018,
seq_100_90,4950,34451,2392,11959,544,28450,42112,8817,43097,9149,1028,12552,
seq_100_91,4950,34446,2407,19567,545,24623,42434,8340,43348,8958,1026,12652,
seq_100_92,4950,36602,2851,12948,541,23271,42848,8244,43644,8771,1012,11856,
seq_100_93,4950,34554,2673,12491,552,19845,43102,8114,43832,8445,1032,12157,
seq_100_94,4950,74059,2189,10382,535,21677,43373,7683,44149,8763,1025,11456,
seq_100_95,4950,34007,2232,10929,543,32477,43669,8076,44415,10328,1028,12184,
seq_100_96,4950,79070,2510,11706,544,19448,43956,7570,44681,9013,1021,43154,
seq_100_97,4950,72322,2315,12577,547,23443,44283,8497,44951,10241,1033,12571,
seq_100_98,4950,38623,2611,11907,548,19177,44582,7514,45240,8662,1018,11502,
seq_100_99,4950,35356,2481,11539,545,20421,44911,7758,45506,8988,1031,11934,
seq_150_0,11175,69817,5786,23393,906,38325,45427,12466,45927,14503,1716,19471,
seq_150_1,11175,79062,5852,23829,891,37623,45921,12542,46513,14722,1716,18703,
seq_150_2,11175,70986,5591,23475,905,36751,46450,12343,47125,15078,1718,18890,
seq_150_3,11175,74666,5274,22865,895,34493,47030,12931,47671,14378,1713,19579,
seq_150_4,11175,78800,5829,23013,901,45540,47551,12326,48360,14444,1716,18647,
seq_150_5,11175,66984,6086,24404,893,33567,48132,12196,49010,15018,1696,18935,
seq_150_6,11175,71035,5699,22817,904,32264,48746,12445,49425,13392,1714,18329,
seq_150_7,11175,101778,5607,31076,898,50509,49279,13110,49965,14726,1720,20230,
seq_150_8,11175,74332,5413,31530,889,37273,49782,12389,50499,14168,1707,18732,
seq_150_9,11175,71985,5365,27042,900,33673,50596,13181,51023,13707,1711,18302,
seq_150_10,11175,72531,5657,28339,895,33757,51171,12197,51535,13115,1699,18881,
seq_150_11,11175,73093,5375,26430,896,42377,51695,11931,51966,13547,1721,18906,
seq_150_12,11175,98151,5636,25717,895,120982,52205,12752,52530,15272,1732,20438,
seq_150_13,11175,65667,5161,21825,905,33779,52712,12268,53044,16540,1719,21131,
seq_150_14,11175,75584,5570,22842,892,38434,53201,12313,53704,15077,1714,19288,
seq_150_15,11175,68786,5464,22980,905,33010,53744,12225,54264,14183,1723,18570,
seq_150_16,11175,75869,6105,25497,902,46543,54322,13744,54760,14027,1713,45906,
seq_150_17,11175,98334,5661,23901,907,48360,54859,12834,55385,15170,1702,19173,
seq_150_18,11175,112343,5912,43253,917,47078,55369,16844,55858,19502,1703,29139,
seq_150_19,11175,113188,5812,42050,898,50505,55905,16890,56361,19570,1727,29207,
seq_150_20,11175,128314,5365,40046,891,48345,56445,17657,56870,20730,1731,30730,
seq_150_21,11175,110080,5098,38093,891,67656,57094,15026,57384,15006,1718,38986,
seq_150_22,11175,74739,5425,22787,898,39231,57569,13456,57999,15169,1724,19934,
seq_150_23,11175,71847,5643,22767,903,33187,58191,12887,58429,15220,1729,19203,
seq_150_24,11175,70674,5357,22997,893,77166,58738,13743,59091,14590,1718,18862,
seq_150_25,11175,81759,6089,79378,905,67186,59211,13977,59616,15426,1714,19422,
seq_150_26,11175,72116,5837,39846,897,52293,59695,13547,60235,16156,1704,19825,
seq_150_27,11175,95882,5972,52016,907,81151,60134,12485,60755,41959,1720,19239,
seq_150_28,11175,78629,6005,27540,888,40579,60668,12295,61171,14198,1722,18829,
seq_150_29,11175,72886,5414,21862,904,36101,61495,13714,61722,14476,1730,18837,
seq_150_30,11175,71303,5683,30776,890,35200,62045,12383,62154,13821,1720,19338,
seq_150_31,11175,84503,5874,29110,891,53450,62549,13112,62665,13489,1709,19225,
seq_150_32,11175,71058,5567,24241,906,41324,62986,12710,63157,13920,1692,20989,
seq_150_33,11175,74882,5284,31970,906,38289,63626,13973,63757,15381,1721,20429,
seq_150_34,11175,77064,5877,34667,906,39316,64243,12817,64447,15566,1716,21053,
seq_150_35,11175,75697,5640,32054,903,36425,64681,12187,64971,14848,1728,19480,
seq_150_36,11175,75019,5197,23294,903,34095,65222,12661,65453,14329,1721,19243,
seq_150_37,11175,77928,5753,30945,899,34064,65857,13384,65964,14296,1708,19478,
seq_150_38,11175,78427,5362,28089,904,38103,66449,12552,66516,13627,1705,19545,
seq_150_39,11175,82452,5438,31177,898,35557,67014,12878,67026,14091,1725,19929,
seq_150_40,11175,80590,4879,29943,900,36396,67536,13159,67603,14475,1737,20360,
seq_150_41,11175,80509,4846,29395,900,36890,68049,12520,68012,14183,1721,20250,
seq_150_42,11175,79991,5845,46422,895,94126,68575,19452,68429,14471,1719,20349,
seq_150_43,11175,79342,6236,26838,904,36255,69080,12224,68974,15109,1691,19463,
seq_150_44,11175,80906,5525,24177,894,33507,69562,12742,69482,14435,1718,24655,
seq_150_45,11175,109637,4824,37662,911,61085,70226,20359,70019,18316,1727,33473,
seq_150_46,11175,76973,5348,23548,893,37337,70793,13186,70558,15369,1698,20256,
seq_150_47,11175,76340,5782,54683,912,42486,71415,13435,71188,15047,1707,27322,
seq_150_48,11175,78067,6131,26479,894,41743,71937,12898,71833,15491,1691,19441,
seq_150_49,11175,77314,5144,34034,903,37415,72467,18538,72364,14790,1717,19741,
seq_150_50,11175,94291,5206,32839,898,67294,72994,13499,72776,14133,1724,21509,
seq_150_51,11175,73866,6096,27167,906,39595,73549,13482,73310,15441,1699,20067,
seq_150_52,11175,81672,5849,25846,881,43573,74047,13016,74074,16033,1715,19897,
seq_150_53,11175,80253,5200,22718,913,34143,74603,12496,74575,13824,1715,19882,
seq_150_54,11175,70973,5538,24153,902,32539,75263,13205,75136,14203,1727,19794,
seq_150_55,11175,104428,6401,27431,898,49478,75808,13681,75685,14868,1686,21296,
seq_150_56,11175,74407,5797,25247,902,37143,76353,12839,76165,14512,1713,19377,
seq_150_57,11175,77252,5806,25441,898,46184,76863,12532,76633,13592,1722,19001,
seq_150_58,11175,72898,5725,54337,907,35490,77362,13103,77082,13865,1722,19368,
seq_150_59,11175,80184,5595,25379,894,40988,77815,14256,77683,16608,1707,19984,
seq_150_60,11175,72537,4992,22133,903,31887,78628,14591,78227,13821,1720,19118,
seq_150_61,11175,115058,5769,47483,889,51764,79008,21028,78661,21611,1715,30256,
seq_150_62,11175,126005,5466,44919,907,60535,79545,22916,79211,22067,1711,30146,
seq_150_63,11175,112837,5378,44166,899,50696,80116,21890,79782,22364,1718,30650,
seq_150_64,11175,68319,5422,24227,916,34220,80744,16752,80307,14349,1730,20676,
seq_150_65,11175,66368,4903,22269,905,50688,81432,14926,80901,15262,1723,19935,
seq_150_66,11175,79505,5406,23294,896,31380,81912,12879,81321,14147,1727,19647,
seq_150_67,11175,75797,5360,24587,899,35951,82414,13631,81889,15320,1715,19535,
seq_150_68,11175,84600,5766,25219,906,57128,82896,18628,82372,15014,1709,20238,
seq_150_69,11175,76862,5679,25808,906,42285,83417,16104,82996,15291,1701,19775,
seq_150_70,11175,81221,5655,35382,898,35378,84184,16064,83570,15599,1724,20601,
seq_150_71,11175,72536,5661,35326,897,34832,84738,14200,84078,15017,1727,19258,
seq_150_72,11175,73170,5687,34541,889,41288,85252,14751,84693,14607,1721,20593,
seq_150_73,11175,84850,5346,25011,912,60020,85761,14086,85193,14759,1721,19719,
seq_150_74,11175,74774,5155,26094,897,41460,86349,17099,85647,15889,1710,20272,
seq_150_75,11175,73374,5353,29964,892,40329,86901,14423,86234,15687,1721,19336,
seq_150_76,11175,75632,5290,26838,891,39990,87465,14769,86801,15082,1726,19382,
seq_150_77,11175,110222,5535,24150,898,31370,88251,15625,87337,15032,1731,19603,
seq_150_78,11175,107450,5769,25249,898,69814,88845,15340,87831,18410,1729,19912,
seq_150_79,11175,72684,5883,26879,899,42722,89377,21840,88333,16005,1703,20189,
seq_150_80,11175,77797,5277,23530,898,35322,89776,17857,88901,17150,1720,22143,
seq_150_81,11175,84179,5451,36386,896,44191,90466,16940,89502,15250,1703,19582,
seq_150_82,11175,84907,5430,33649,906,48760,91034,14556,90226,15915,1724,19298,
seq_150_83,11175,83468,5834,36587,893,35861,91448,14540,90815,14402,1724,23874,
seq_150_84,11175,80341,5366,32572,888,33836,92010,14071,91318,14135,1713,19266,
seq_150_85,11175,213726,5724,25260,908,42289,92556,17246,91806,14839,1704,19693,
seq_150_86,11175,72873,5660,24720,899,61605,93148,22549,92432,17099,1716,19412,
seq_150_87,11175,73279,4978,22284,904,31614,93821,14187,92977,14579,1717,20228,
seq_150_88,11175,79925,5698,24793,898,32654,94288,13503,93482,14674,1694,19435,
seq_150_89,11175,74024,4802,21014,890,39602,94884,13464,93913,13752,1714,19145,
seq_150_90,11175,75090,5233,22419,909,30307,95317,12455,94537,15410,1722,19449,
seq_150_91,11175,70553,5329,22852,905,33391,95891,13748,95177,16219,1723,19992,
seq_150_92,11175,66390,4664,21385,893,33965,96489,13491,95625,14297,1723,19828,
seq_150_93,11175,77515,5701,24708,910,36882,97052,13094,96172,13848,1706,19477,
seq_150_94,11175,75099,5862,26145,897,33293,97571,12962,96655,13455,1698,18857,
seq_150_95,11175,145329,5643,25520,899,34152,98128,17440,97283,15067,1726,20205,
seq_150_96,11175,72351,5829,25448,916,44293,98661,14914,98065,15746,1703,19487,
seq_150_97,11175,69722,5484,24217,895,34791,99278,14237,98707,15191,1714,19519,
seq_150_98,11175,76515,5548,25767,906,31958,99864,14544,99380,15416,1727,19351,
seq_150_99,11175,81530,5997,25779,885,40172,100434,14320,99834,14957,1705,19361,
seq_200_0,19900,158293,9689,70960,1280,74605,101226,39754,100437,20809,2478,26857,
seq_200_1,19900,132374,10112,40106,1280,49240,102075,18400,101227,19987,2450,25396,
seq_200_2,19900,129739,9784,38299,1280,58970,102951,18034,101932,18574,2446,25754,
seq_200_3,19900,131711,9558,37403,1277,66331,103826,21634,102636,35470,2457,27820,
seq_200_4,19900,134479,9999,51221,1274,59146,104584,24463,103325,20165,2451,26715,
seq_200_5,19900,278968,9018,80885,1276,93493,105295,22663,104231,22142,2471,26698,
seq_200_6,19900,134659,10501,41805,1272,61826,106012,22561,104968,20413,2459,25874,
seq_200_7,19900,131317,9993,41200,1277,51518,106783,19328,105748,20185,2481,26707,
seq_200_8,19900,148215,10161,39494,1263,45694,107503,17884,106435,19326,2453,25666,
seq_200_9,19900,144657,10276,41030,1289,46286,108170,18644,107173,19866,2442,26670,
seq_200_10,19900,171744,9929,41017,1283,59470,108831,47648,107816,47716,2460,46740,
seq_200_11,19900,128407,9512,42301,1279,55095,109607,24620,108633,22567,2474,28349,
seq_200_12,19900,143098,10019,41663,1280,55660,110443,19618,109335,21401,2453,28404,
seq_200_13,19900,144168,9914,41164,1278,45791,111399,18651,110164,20392,2462,27196,
seq_200_14,19900,141492,10240,43962,1275,49637,112086,18425,110782,19692,2458,27068,
seq_200_15,19900,140914,9338,39911,1282,50478,113057,19138,111451,20802,2451,56066,
seq_200_16,19900,138772,9216,39600,1293,56931,113899,23019,112147,21556,2454,36269,
seq_200_17,19900,158095,9344,45255,1282,59234,114633,20720,112967,20480,2461,26988,
seq_200_18,19900,164077,9882,43522,1281,46952,115374,19829,113661,19786,2453,26404,
seq_200_19,19900,163588,9599,40733,1262,45720,116115,18532,114413,20252,2446,26788,
seq_200_20,19900,161267,9414,41433,1295,52365,116998,20582,115056,19300,2460,26520,
seq_200_21,19900,161591,10806,45072,1284,49173,117699,20181,115722,20645,2447,26568,
seq_200_22,19900,158900,9974,42775,1289,46913,118398,20287,116391,20168,2458,28047,
seq_200_23,19900,229810,10078,46976,1277,64974,119199,23488,117309,21743,2454,60741,
