SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_50_76,1225,32352,591,75024,224,32756,9630,7685,9881,9160,413,14291,
seq_50_77,1225,31894,569,73136,222,22711,9746,6153,9988,7089,414,13012,
seq_50_78,1225,49491,562,79826,225,37532,9949,11655,10161,13178,414,18589,
seq_50_79,1225,91900,530,113026,223,36830,10054,12518,10287,13625,416,17385,
seq_50_80,1225,43571,633,122623,228,30858,10223,11115,10413,8856,411,13998,
seq_50_81,1225,32937,653,80223,219,23179,10310,6392,10576,8578,408,13195,
seq_50_82,1225,32727,622,77159,227,21842,10383,5948,10725,7917,414,12397,
seq_50_83,1225,34289,655,80348,220,21267,10507,6877,10801,6825,409,13698,
seq_50_84,1225,29144,492,61546,222,20619,10652,6164,10967,8019,414,12757,
seq_50_85,1225,77602,681,107129,224,31489,10774,7446,11073,8696,421,13574,
seq_50_86,1225,33628,643,80991,221,28733,10885,6286,11217,8139,427,13340,
seq_50_87,1225,32064,671,81509,213,23569,10987,6136,11325,7111,421,12977,
seq_50_88,1225,31100,562,71662,217,23545,11104,6072,11478,7734,425,12890,
seq_50_89,1225,31039,599,76601,214,22725,11227,6117,11571,8799,421,12346,
seq_50_90,1225,31349,589,72415,222,23047,11337,5880,11657,6918,420,12945,
seq_50_91,1225,32316,672,89786,226,23236,11467,6566,11822,7879,403,13283,
seq_50_92,1225,33921,598,79436,218,23963,11553,6188,11946,7756,425,12694,
seq_50_93,1225,31114,540,87671,215,24427,11683,6853,12049,7331,415,13057,
seq_50_94,1225,32244,574,76347,219,25012,11791,6407,12150,7073,413,13082,
seq_50_95,1225,31476,578,38867,227,24357,11939,6755,12316,8176,412,12166,
seq_50_96,1225,32122,637,16517,220,21696,12120,20852,12410,6651,412,14132,
seq_50_97,1225,31359,633,13889,223,21346,12228,6141,12523,8570,411,12324,
seq_50_98,1225,32546,583,12816,222,24439,12344,6162,12659,6827,410,12373,
seq_50_99,1225,47420,632,15102,222,37433,12460,8667,12812,7158,417,12652,
seq_100_0,4950,121610,2173,41768,535,50781,12820,15401,13163,15514,1048,25808,
seq_100_1,4950,121007,2376,48989,538,50808,13133,13097,13439,14534,1022,25906,
seq_100_2,4950,123375,2298,76179,546,61142,13408,14588,13706,16752,1026,26569,
seq_100_3,4950,140770,2921,113571,533,62973,13726,14363,13936,15752,1013,26519,
seq_100_4,4950,167851,2298,71145,537,87094,13984,18397,14206,51928,1031,42919,
seq_100_5,4950,124087,2491,49351,543,58370,14272,17510,14601,16633,1043,43396,
seq_100_6,4950,151399,2400,46244,541,74042,14616,15018,14881,16175,1027,47287,
seq_100_7,4950,119826,2196,44338,547,50654,14918,13152,15259,16403,1033,11816,
seq_100_8,4950,124910,2646,50404,536,57269,15241,13275,15621,15748,1015,11548,
seq_100_9,4950,127800,2277,44232,538,51472,15577,13227,16007,16112,1034,11711,
seq_100_10,4950,128865,2554,52523,544,52318,15889,14304,16267,15278,1017,11908,
seq_100_11,4950,282090,2437,47485,549,51269,16158,12951,16513,15057,1028,12683,
seq_100_12,4950,126608,2595,48974,541,49457,16460,13177,16860,14647,1025,11877,
seq_100_13,4950,234802,2146,44809,543,54067,16785,14397,17226,15593,1020,12352,
seq_100_14,4950,120251,2336,48908,554,58967,17128,15022,17507,15502,1025,12153,
seq_100_15,4950,254396,2555,51003,544,52241,17406,13290,17824,14799,1019,11674,
seq_100_16,4950,122838,2520,47716,548,50613,17702,12611,18103,14860,1019,11354,
seq_100_17,4950,245132,2522,49654,549,47777,18031,13277,18408,15896,1012,12789,
seq_100_18,4950,119311,2249,45426,552,54723,18433,13793,18665,15068,1021,12004,
seq_100_19,4950,304890,2617,95047,546,115487,18867,28001,19047,30009,1027,16152,
seq_100_20,4950,123907,2429,53004,533,59172,19210,16237,19435,19143,1030,12789,
seq_100_21,4950,360307,2643,52298,549,55855,19538,13636,19798,18543,1019,12137,
seq_100_22,4950,124002,2394,45419,541,50718,19816,14187,20138,23937,1031,11740,
seq_100_23,4950,247926,2384,47570,540,51729,20089,13541,20435,10504,1043,12401,
seq_100_24,4950,166716,2825,62750,540,56971,20405,14692,20711,10858,1005,12530,
seq_100_25,4950,285260,2602,82397,550,41959,20739,25074,21003,11978,1030,18283,
seq_100_26,4950,222907,2303,58402,540,43191,21051,13383,21297,10714,1023,12391,
seq_100_27,4950,257272,2365,52062,548,26612,21458,16364,21645,11799,1026,12933,
seq_100_28,4950,122597,2475,50571,533,23577,21785,13577,21935,10705,1028,12450,
seq_100_29,4950,260956,2721,55508,537,19871,22070,16145,22360,11762,997,11893,
seq_100_30,4950,130202,2683,55398,535,21140,22390,13556,22651,9979,1034,12164,
seq_100_31,4950,325228,2548,73985,535,26554,22701,14920,22942,11566,1011,12608,
seq_100_32,4950,140671,2435,81944,551,31668,23136,45683,23222,17704,1031,21566,
seq_100_33,4950,437241,2142,112703,539,71389,23428,12304,23608,20715,1037,18343,
seq_100_34,4950,39065,2305,57609,540,32280,23797,11972,23857,15557,1037,20656,
seq_100_35,4950,35840,2357,65522,542,33639,24191,13123,24154,15343,1033,19370,
seq_100_36,4950,58179,2400,115603,545,27263,24458,8443,24410,11217,1021,12807,
seq_100_37,4950,36862,2527,60734,539,53252,24738,8776,24663,11002,1029,12630,
seq_100_38,4950,36102,2512,79978,551,37812,25001,10808,25044,15218,1045,16888,
seq_100_39,4950,34644,2737,96752,539,37455,25271,12904,25394,19119,1004,19205,
seq_100_40,4950,36500,2656,74286,541,55300,25612,8821,25713,18592,1031,17982,
seq_100_41,4950,35913,2332,76963,530,32830,25830,8701,26079,11843,1043,12907,
seq_100_42,4950,36158,2469,80627,548,31665,26199,12998,26387,16583,1032,19729,
seq_100_43,4950,35020,2460,78505,545,38295,26565,14441,26760,34905,1026,17414,
seq_100_44,4950,35189,2752,90355,546,32613,26843,11015,27093,14866,1022,19406,
seq_100_45,4950,35089,2326,148138,537,26432,27338,9526,27331,16750,1023,18689,
seq_100_46,4950,39083,2682,97758,536,31672,27650,12203,27692,16119,1035,20514,
seq_100_47,4950,30548,2243,49101,540,23999,27952,10633,28129,10770,1037,12586,
seq_100_48,4950,33703,2420,72124,528,29619,28237,11485,28484,11698,1027,17930,
seq_100_49,4950,57098,2542,236615,541,38897,28499,11957,28800,13716,1032,13334,
seq_100_50,4950,50116,2670,91880,552,33264,28813,9773,29099,11833,1026,13837,
seq_100_51,4950,32950,2309,66982,540,36703,29099,22463,29418,20938,1034,20197,
seq_100_52,4950,34970,2488,183737,546,26649,29365,9185,29698,14173,1030,19531,
seq_100_53,4950,35474,2527,75066,546,34312,29750,12489,29986,14415,1015,16449,
seq_100_54,4950,35472,2613,50688,538,27195,30069,9565,30271,10664,1030,13766,
seq_100_55,4950,36279,2646,136545,541,23446,30333,8112,30550,10220,1027,12768,
seq_100_56,4950,33676,2396,46992,539,25213,30640,8726,30971,11177,1031,12965,
seq_100_57,4950,32954,2365,47701,541,19615,30920,7771,31326,10080,1023,11952,
seq_100_58,4950,47562,2262,19789,547,34574,31219,11616,31686,14304,1038,18186,
seq_100_59,4950,52152,2361,19728,547,32457,31544,13638,32067,11815,1008,13412,
seq_100_60,4950,36899,2771,25935,544,39866,31873,8863,32324,15903,1021,13880,
seq_100_61,4950,32225,2510,23711,546,31089,32260,12959,32696,10672,1023,19346,
seq_100_62,4950,33117,2427,13471,542,25341,32678,13544,33034,10467,1033,19740,
seq_100_63,4950,50819,2463,13430,541,39574,32995,9063,33325,9827,1045,12842,
seq_100_64,4950,70529,2552,39428,540,80269,33307,49336,33602,18490,1020,18316,
seq_100_65,4950,56637,2450,20352,536,45543,33603,12164,33912,15467,1029,19236,
seq_100_66,4950,48423,2763,14751,542,42044,33880,11850,34325,15854,1023,18029,
seq_100_67,4950,49045,2427,13318,539,33471,34186,11044,34651,14301,1034,18769,
seq_100_68,4950,46545,2343,19473,544,29657,34544,13145,35015,32117,1022,20421,
seq_100_69,4950,34143,2290,12261,540,28650,34795,8770,35503,10910,1028,12746,
seq_100_70,4950,41432,2450,12717,539,25050,35122,8313,35811,10230,1027,12655,
seq_100_71,4950,32228,2186,11726,548,24395,35406,8336,36176,9685,1031,12260,
seq_100_72,4950,38189,2235,11881,542,23438,35707,8134,36474,10122,1029,12650,
seq_100_73,4950,39490,2544,12892,544,23157,35972,10976,36773,10724,1026,12839,
seq_100_74,4950,32007,2494,27671,540,36849,36468,27259,37096,18574,1009,20109,
seq_100_75,4950,48563,2386,13284,540,35143,36751,8629,37471,15809,1038,15719,
seq_100_76,4950,37336,2666,25521,539,55096,36985,13637,37711,21788,1029,19935,
seq_100_77,4950,51053,2641,25222,543,37473,37233,13316,38030,15383,1034,19612,
seq_100_78,4950,48473,2543,18441,544,30164,37546,14043,38266,28377,1024,19303,
seq_100_79,4950,50501,2481,23492,547,24620,37854,12772,38646,15716,1036,13205,
seq_100_80,4950,34657,2371,22613,542,35431,38144,11883,38847,16502,1027,12616,
seq_100_81,4950,45767,2396,16901,542,33006,38452,8976,39173,15211,1030,15407,
seq_100_82,4950,90058,2602,17488,548,29644,38846,47768,39489,124849,1027,14813,
seq_100_83,4950,46805,2549,17558,542,34589,39111,8453,39794,29703,1015,14652,
seq_100_84,4950,37660,2479,16206,547,70444,39549,63867,40174,15367,1032,16783,
seq_100_85,4950,48179,2249,12105,532,33773,39813,10206,40471,9968,1026,17720,
seq_100_86,4950,44874,2331,12657,541,31561,40299,13446,40739,10016,1018,17635,
seq_100_87,4950,39105,2722,14001,536,23113,40600,7999,41061,9697,1035,12570,
seq_100_88,4950,35292,2363,12152,543,26434,40894,7609,41363,10628,1017,11841,
seq_100_89,4950,33781,2506,12940,543,26010,41168,8285,41670,8920,1044,14357,
seq_100_90,4950,36373,2496,12307,545,25288,41540,7978,41977,10414,1029,11540,
seq_100_91,4950,34797,2151,11175,537,24015,41935,8114,42388,10262,1042,12560,
seq_100_92,4950,35700,2574,13059,539,29159,42166,7877,42650,8895,1028,12108,
seq_100_93,4950,35424,2297,11542,544,21438,42486,10518,42938,9922,1022,12779,
seq_100_94,4950,35649,2548,13277,533,36869,42863,11501,43283,15097,1023,12490,
seq_100_95,4950,32253,2183,11975,548,20064,43191,7749,43757,9787,1036,12667,
seq_100_96,4950,33562,2556,13196,539,23596,43533,7877,44009,8840,1029,12299,
seq_100_97,4950,35502,2713,14090,537,20810,43833,7313,44404,9038,1013,11527,
seq_100_98,4950,35719,2442,12765,549,20546,44181,7336,44686,8506,1030,11777,
seq_100_99,4950,38171,2613,13042,534,21496,44498,7333,44990,8520,1021,12179,
seq_150_0,11175,78898,5566,24753,904,34320,44979,11701,45552,14859,1725,19553,
seq_150_1,11175,72108,5284,23556,892,36198,45542,12365,46295,14688,1712,19018,
seq_150_2,11175,79446,5606,24785,899,34572,46325,14090,46809,14989,1722,24654,
seq_150_3,11175,113511,5907,48844,904,55608,46915,19507,47191,20305,1720,30244,
seq_150_4,11175,73093,5416,31146,894,39648,47321,12413,47690,14270,1724,21221,
seq_150_5,11175,84270,5770,45844,895,53446,48035,17393,48315,21025,1715,63178,
seq_150_6,11175,114115,5811,54688,893,70285,48539,17767,48888,21890,1714,30500,
seq_150_7,11175,93753,5691,27525,900,43494,49071,17460,49430,19472,1713,21820,
seq_150_8,11175,86221,5499,30431,898,41880,49611,14105,49987,18955,1735,23883,
seq_150_9,11175,88469,6071,33277,909,42295,50123,12413,50707,16275,1709,24841,
seq_150_10,11175,85084,6125,34429,893,42397,50883,13176,51261,17193,1709,29688,
seq_150_11,11175,95986,5208,31301,913,39541,51510,12600,51904,16791,1706,53398,
seq_150_12,11175,71968,5581,25369,898,40173,51992,14895,52379,14027,1715,18937,
seq_150_13,11175,73241,5601,25012,894,34173,52523,12171,52922,13974,1714,18818,
seq_150_14,11175,71303,5846,25767,895,30090,53070,11822,53546,13835,1706,18353,
seq_150_15,11175,77817,5802,26250,894,30660,53456,11744,54056,13088,1709,18448,
seq_150_16,11175,76768,5449,23926,896,38322,54187,13125,54585,13169,1706,18378,
seq_150_17,11175,70664,5440,25069,903,31707,54641,11711,55181,14340,1718,19537,
seq_150_18,11175,75618,6295,26779,895,32963,55192,11840,55591,13275,1710,18432,
seq_150_19,11175,75850,5092,22303,904,32128,55857,11948,56270,15045,1732,18195,
seq_150_20,11175,63886,5056,23058,905,37449,56417,12837,56754,14504,1717,20223,
seq_150_21,11175,72271,5424,55326,887,54210,56872,36835,57265,16475,1709,31062,
seq_150_22,11175,120005,6047,35097,908,59576,57629,20399,57860,33355,1705,25131,
seq_150_23,11175,78115,5653,35156,898,40517,58109,12733,58430,17102,1699,19831,
seq_150_24,11175,73685,4981,22626,895,37811,58737,12975,59105,15050,1718,18844,
seq_150_25,11175,72426,5531,24563,907,35202,59195,11927,59577,13572,1707,18725,
seq_150_26,11175,168906,5221,23564,905,39966,59718,12835,60097,14332,1697,84618,
seq_150_27,11175,68043,5158,23128,908,40350,60453,13445,60593,14334,1722,18697,
seq_150_28,11175,70043,5546,24409,898,31871,60993,11340,61072,13040,1725,24642,
seq_150_29,11175,68370,5686,24861,904,31286,61576,11416,61673,13482,1718,18031,
seq_150_30,11175,77244,5689,24779,913,30689,62230,12550,62048,12419,1700,18325,
seq_150_31,11175,80521,5185,23584,902,45619,62863,12845,62483,13583,1713,19127,
seq_150_32,11175,71965,5044,22100,901,32905,63268,10848,62946,13322,1730,18334,
seq_150_33,11175,72216,5717,25397,894,30072,63771,11606,63400,13236,1715,18675,
seq_150_34,11175,70913,5746,25410,898,30988,64323,11772,63942,13958,1722,18222,
seq_150_35,11175,73869,5470,23950,899,30922,64938,12077,64484,14233,1695,18775,
seq_150_36,11175,72085,5436,24270,895,30495,65287,10911,64975,12937,1708,18661,
seq_150_37,11175,72662,5858,26248,893,32863,65811,12545,65526,13944,1717,19019,
seq_150_38,11175,65452,6081,26229,893,33212,66295,12008,66132,14221,1695,19163,
seq_150_39,11175,71373,5558,24985,901,31562,66772,11966,66709,14026,1723,18435,
seq_150_40,11175,78306,5141,23659,914,52291,67276,14873,67175,14448,1715,19957,
seq_150_41,11175,212213,5591,34901,898,82191,67861,19634,67627,27526,1716,31547,
seq_150_42,11175,70807,6056,26729,914,39103,68447,12757,68114,14311,1710,20110,
seq_150_43,11175,70683,5736,40418,908,44455,69023,13312,68623,13923,1708,19494,
seq_150_44,11175,113813,5950,31469,909,54164,69465,21669,68993,24309,1719,26371,
seq_150_45,11175,131453,5565,26223,901,49949,70041,12929,69543,14790,1696,19488,
seq_150_46,11175,99629,5778,56456,904,119659,70510,14252,70041,14418,1725,19981,
seq_150_47,11175,75164,5829,27647,901,36421,71111,13824,70549,22573,1708,32925,
seq_150_48,11175,106525,5804,115425,906,54027,71645,13297,71100,15002,1716,20677,
seq_150_49,11175,71800,5388,25976,900,41783,72227,13127,71725,14140,1713,20130,
seq_150_50,11175,85097,5026,44519,903,56233,72739,13650,72279,19651,1714,19658,
seq_150_51,11175,80852,5710,27315,897,35078,73269,12780,73158,16262,1709,19784,
seq_150_52,11175,73387,5674,26770,904,33698,73999,13591,73699,14804,1718,19871,
seq_150_53,11175,83659,5247,25153,905,33179,74443,12503,74281,13762,1725,18912,
seq_150_54,11175,72514,5581,26303,902,30952,74956,11901,74865,14427,1701,19222,
seq_150_55,11175,67464,5352,26676,897,66492,75532,62882,75319,38154,1731,43215,
seq_150_56,11175,122257,5359,58700,913,104180,76160,84900,75951,50866,1711,38682,
seq_150_57,11175,121647,5053,42754,909,46199,76737,15958,76420,19145,1707,27656,
seq_150_58,11175,68171,5627,26909,907,35422,77434,13308,76983,14508,1713,20477,
seq_150_59,11175,76248,5529,26008,903,32572,77996,11776,77504,13633,1696,18884,
seq_150_60,11175,75275,6243,29191,903,30930,78559,12493,78086,14161,1701,19424,
seq_150_61,11175,77114,6070,28492,905,30633,79013,12280,78502,13319,1701,19155,
seq_150_62,11175,79416,5256,24635,897,33986,79481,11274,79178,14790,1731,19145,
seq_150_63,11175,105098,5692,27564,905,40072,80007,12402,79670,14163,1736,20006,
seq_150_64,11175,78874,6078,29128,898,32724,80542,12138,80124,14033,1721,20119,
seq_150_65,11175,109665,5449,56483,885,37738,81167,12620,80759,15567,1708,19197,
seq_150_66,11175,124010,5690,38388,897,35460,81860,12579,81228,14319,1693,19680,
seq_150_67,11175,73460,5913,27708,896,30013,82425,11479,81758,13771,1697,18668,
seq_150_68,11175,75849,5747,27054,896,32435,83022,12098,82309,13882,1679,18571,
seq_150_69,11175,75464,6192,29003,894,32223,83515,11491,82765,12921,1702,18314,
seq_150_70,11175,85282,5646,26169,896,34863,84072,11735,83252,13274,1717,18214,
seq_150_71,11175,74337,5604,27454,906,34645,84683,13385,83731,14214,1723,19613,
seq_150_72,11175,68067,5416,25533,897,48432,85187,11918,84199,13482,1737,19793,
seq_150_73,11175,76161,5771,27523,887,31182,85768,12096,84702,14136,1712,19872,
seq_150_74,11175,75354,5269,39082,892,47198,86346,16196,85259,18008,1713,23345,
seq_150_75,11175,103698,5345,25745,898,38358,86930,13197,85769,14427,1697,19649,
seq_150_76,11175,78595,6096,28807,896,30362,87402,11923,86274,13990,1707,19242,
seq_150_77,11175,78197,5212,24474,882,34512,88135,12806,86867,15583,1703,19671,
seq_150_78,11175,68283,5091,25268,914,31584,88718,12240,87312,13425,1713,20295,
seq_150_79,11175,79673,5411,25958,900,29946,89199,11924,87807,15343,1719,20632,
seq_150_80,11175,77825,5220,24548,899,33210,89828,12105,88337,13611,1728,18907,
seq_150_81,11175,69754,5217,24906,907,31650,90391,11533,88811,13444,1716,19567,
seq_150_82,11175,117213,5466,48385,892,46669,90986,17761,89334,20414,1739,51384,
seq_150_83,11175,67579,5268,25463,893,35121,91544,12589,89985,15566,1706,28078,
seq_150_84,11175,85939,5724,26913,908,33830,92056,12551,90499,14487,1716,20505,
seq_150_85,11175,72974,5797,27757,899,32858,92518,12164,91021,14234,1708,19718,
seq_150_86,11175,75903,5439,25950,907,32857,93192,12262,91589,13897,1711,19198,
seq_150_87,11175,79483,5328,28842,898,69654,93671,12152,92213,15042,1721,19948,
seq_150_88,11175,75941,5968,28131,901,30210,94183,11606,92749,13534,1708,18822,
seq_150_89,11175,74437,5395,25905,904,33471,94817,12123,93359,14461,1735,19616,
seq_150_90,11175,77190,5049,24057,898,138247,95279,12544,93824,14303,1709,19927,
seq_150_91,11175,77983,5897,31075,898,40855,95969,15590,94297,23106,1690,29418,
seq_150_92,11175,89950,5590,51051,901,70588,96519,12842,94761,13513,1723,20463,
seq_150_93,11175,75969,5532,26136,898,53371,97207,13042,95397,15202,1722,19699,
seq_150_94,11175,74025,5945,27890,896,30484,97982,15022,95911,12958,1714,18603,
seq_150_95,11175,75282,5941,28096,899,37963,98560,12658,96624,14424,1711,19659,
seq_150_96,11175,70246,5574,26589,911,35079,99070,12573,97447,15846,1718,20166,
seq_150_97,11175,71358,5971,28229,897,31868,99595,12265,97935,13781,1702,19234,
seq_150_98,11175,70624,5470,25837,892,31397,100228,11991,98435,13716,1722,18592,
seq_150_99,11175,77128,5731,27512,896,33708,100667,10929,99063,14303,1705,19417,
seq_200_0,19900,165248,9742,63429,1278,51639,101605,25369,100126,20675,2449,27532,
seq_200_1,19900,114401,8803,37758,1283,50217,102340,17032,100858,44995,2469,26124,
seq_200_2,19900,130330,10604,44939,1284,46004,103015,16292,101761,19536,2464,27049,
seq_200_3,19900,120239,9859,41482,1279,44042,103771,16084,102408,17975,2482,25780,
seq_200_4,19900,134233,10813,45486,1287,43973,104649,16122,103226,18870,2446,25220,
seq_200_5,19900,139346,9722,44881,1289,53732,105430,17345,104120,22267,2483,26758,
seq_200_6,19900,176999,9215,44344,1291,49027,106138,16732,104826,18794,2483,26486,
seq_200_7,19900,200002,9561,47917,1271,67871,106798,17321,105743,37709,2434,31118,
seq_200_8,19900,152082,10015,47256,1285,54815,107613,23921,106493,57627,2462,26963,
seq_200_9,19900,140649,11064,46255,1276,44991,108436,17129,107186,18156,2451,25984,
seq_200_10,19900,125082,10880,45740,1281,45572,109217,16959,107869,18826,2439,25463,
seq_200_11,19900,135689,9901,41138,1270,50641,109905,15887,108458,17713,2458,25185,
seq_200_12,19900,131457,10641,44857,1280,44329,110621,15961,109274,19029,2436,25730,
seq_200_13,19900,180434,9423,41114,1276,83986,111487,19782,110023,26506,2470,27068,
seq_200_14,19900,136151,9933,41961,1281,55786,112295,16517,110681,19504,2454,26023,
seq_200_15,19900,132721,9579,39924,1272,68797,113061,35064,111506,20830,2457,63482,
seq_200_16,19900,197087,9548,74977,1284,68752,113768,23975,112197,27621,2456,41115,
seq_200_17,19900,210947,9269,68875,1285,66183,114461,35268,112965,19806,2477,28205,
seq_200_18,19900,127304,9733,41124,1282,45761,115263,16756,113748,19315,2467,25953,
seq_200_19,19900,165604,10515,63517,1284,102200,115881,17129,114464,19537,2454,49270,
seq_200_20,19900,149948,9634,40615,1281,63931,116724,17712,115082,19392,2441,27518,
seq_200_21,19900,128055,10553,45719,1290,44941,117334,15614,115797,18767,2458,25797,
seq_200_22,19900,189386,10394,43967,1271,58297,118050,19414,116567,20610,2442,31158,
seq_200_23,19900,119309,9574,41137,1290,49661,118728,16617,117336,19290,2436,25971,
