SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_50_38,1225,199574,630,76846,218,22600,4907,5652,5018,7524,404,22783,
seq_50_39,1225,189654,712,90045,221,22541,5023,6385,5146,7985,405,44542,
seq_50_40,1225,190467,585,72833,220,21749,5144,7198,5256,8854,419,24684,
seq_50_41,1225,238874,612,89339,222,28250,5273,6932,5366,7831,423,24645,
seq_50_42,1225,181715,620,75665,218,21774,5394,7948,5564,8366,420,12970,
seq_50_43,1225,167654,416,55195,217,25201,5491,6009,5653,7802,423,13411,
seq_50_44,1225,229697,640,82398,224,30515,5611,19842,5772,9150,406,13644,
seq_50_45,1225,251825,681,83292,219,26612,5748,6616,5935,7824,405,12884,
seq_50_46,1225,172626,567,69743,225,21245,5855,6102,6062,7265,426,13217,
seq_50_47,1225,190224,670,83076,224,31403,5986,10991,6183,11803,413,12923,
seq_50_48,1225,165440,598,77393,224,25558,6115,6308,6309,7324,431,12338,
seq_50_49,1225,57582,666,83077,222,43109,6255,9186,6439,9018,425,14827,
seq_50_50,1225,47614,710,87688,226,22548,6381,6762,6514,7457,416,12941,
seq_50_51,1225,32082,588,74029,221,22063,6534,6723,6668,7119,410,12952,
seq_50_52,1225,54863,554,68955,218,46311,6674,7164,6796,6932,405,12494,
seq_50_53,1225,31512,547,68756,223,21403,6807,6506,6962,7375,409,12657,
seq_50_54,1225,34135,718,87111,231,47374,6914,6455,7111,7466,416,12671,
seq_50_55,1225,30117,507,62837,223,23298,7057,5697,7259,7058,412,13888,
seq_50_56,1225,31369,564,70922,221,21102,7161,6183,7415,7119,418,12621,
seq_50_57,1225,32142,567,69332,215,21869,7280,6189,7516,6813,416,12456,
seq_50_58,1225,34121,648,80325,225,21748,7426,6377,7659,6864,409,12211,
seq_50_59,1225,30726,581,71772,219,20703,7533,24071,7804,7385,428,12553,
seq_50_60,1225,59166,594,72740,226,45402,7632,5644,7945,6833,414,12330,
seq_50_61,1225,31331,587,73621,218,22328,7707,5577,8100,6951,425,12080,
seq_50_62,1225,59676,585,73970,219,24179,7837,7015,8276,8561,425,13621,
seq_50_63,1225,31818,541,66929,224,21984,7982,6325,8422,7160,422,13145,
seq_50_64,1225,50940,604,96875,218,25935,8075,6507,8535,9163,414,13249,
seq_50_65,1225,50319,601,75307,217,37078,8282,9003,8662,8675,412,13754,
seq_50_66,1225,34550,662,95415,229,24254,8404,7151,8758,8314,417,13963,
seq_50_67,1225,33229,619,84464,223,29603,8514,6747,8880,6765,410,12945,
seq_50_68,1225,32380,625,112297,229,44890,8685,12770,8956,12045,408,20114,
seq_50_69,1225,57809,512,75054,213,27778,8797,27014,9144,10263,428,20953,
seq_50_70,1225,88154,614,116758,221,74066,8914,11296,9287,17046,420,19452,
seq_50_71,1225,50532,644,104072,215,41052,9033,10463,9457,16424,422,19051,
seq_50_72,1225,54930,619,104065,218,49061,9207,11045,9599,12805,422,17650,
seq_50_73,1225,54798,592,99495,219,42414,9354,10376,9716,11328,427,18432,
seq_50_74,1225,57306,728,116025,218,41852,9462,8807,9829,11496,422,17756,
seq_50_75,1225,54101,682,108334,222,36181,9581,9140,9926,10865,410,17709,
seq_50_76,1225,58736,683,128995,221,67646,9719,11580,10057,9254,404,13909,
seq_50_77,1225,32662,627,77096,221,24266,9929,7610,10219,7657,412,13119,
seq_50_78,1225,32137,637,81157,219,22503,10054,6525,10377,8520,411,13499,
seq_50_79,1225,38374,726,91090,223,25501,10221,6406,10480,7322,415,13007,
seq_50_80,1225,31915,682,84105,219,22542,10356,6508,10616,7221,400,12887,
seq_50_81,1225,31416,570,70084,211,22096,10495,6316,10742,7480,412,12276,
seq_50_82,1225,32017,608,83414,220,22733,10685,6880,10888,7295,405,12456,
seq_50_83,1225,35968,751,93311,229,23216,10807,6219,11000,7462,407,13584,
seq_50_84,1225,30577,528,70792,221,22055,10950,6367,11104,6611,416,12480,
seq_50_85,1225,33082,639,81439,216,27105,11118,7598,11220,7132,410,13152,
seq_50_86,1225,49105,597,101488,223,61453,11222,7550,11339,8178,397,13665,
seq_50_87,1225,48391,629,121980,218,49744,11357,8072,11436,11341,418,16729,
seq_50_88,1225,33915,708,95054,223,26960,11457,7430,11544,7674,422,13878,
seq_50_89,1225,32629,620,79480,227,26798,11600,7114,11689,7298,417,13047,
seq_50_90,1225,48318,528,144706,226,26242,11718,6912,11842,8876,418,13991,
seq_50_91,1225,31013,531,111820,219,27515,11837,6695,11992,8386,414,14015,
seq_50_92,1225,35504,667,159909,225,41596,11917,6770,12137,8303,416,14399,
seq_50_93,1225,52740,626,100121,219,27400,12037,8593,12259,8139,411,14235,
seq_50_94,1225,32265,593,84553,226,26088,12186,7625,12363,8063,418,13635,
seq_50_95,1225,31278,588,66161,222,46100,12300,8074,12472,8220,404,13580,
seq_50_96,1225,35500,733,40982,227,23888,12409,21044,12605,7428,418,15570,
seq_50_97,1225,31749,563,13185,223,21851,12553,6669,12707,7754,427,12886,
seq_50_98,1225,29542,547,11848,224,22572,12708,6675,12820,7145,416,12853,
seq_50_99,1225,32884,519,11570,222,20723,12879,7245,12964,7415,424,12630,
seq_100_0,4950,137806,2499,52837,539,51404,13154,14174,13360,36692,1033,26178,
seq_100_1,4950,338918,2292,46060,544,53032,13460,14184,13727,16702,1014,25786,
seq_100_2,4950,122605,2138,42771,551,48893,13846,14264,14067,16782,1025,25684,
seq_100_3,4950,244880,2391,48161,543,55181,14087,13451,14373,15506,1013,26132,
seq_100_4,4950,127772,2755,55427,534,48104,14376,13199,14821,16392,1015,24853,
seq_100_5,4950,276844,2947,57416,547,48849,14653,15530,15151,16229,1015,37693,
seq_100_6,4950,177423,2558,52650,538,51381,14894,13477,15434,15264,1015,46207,
seq_100_7,4950,295808,2459,52091,538,52082,15179,14015,15779,15916,1029,12870,
seq_100_8,4950,211535,2577,51964,540,54021,15472,14910,16080,16590,1034,12933,
seq_100_9,4950,291770,2204,44877,553,59098,15849,14249,16370,14820,1035,12514,
seq_100_10,4950,198893,2140,66282,538,86084,16234,20584,16767,22390,1037,14849,
seq_100_11,4950,335502,2469,86839,549,85291,16518,14422,17083,17346,1026,13007,
seq_100_12,4950,122479,2244,53154,536,51366,16914,18856,17462,17184,1038,12458,
seq_100_13,4950,312554,2495,52568,547,49253,17195,27537,17890,16037,1012,12055,
seq_100_14,4950,189430,2681,53930,541,56099,17556,8758,18184,11814,1020,12116,
seq_100_15,4950,303654,2472,48564,545,48897,17791,8540,18489,10118,1034,12188,
seq_100_16,4950,171877,2377,59430,548,53692,18216,36692,18753,14872,1022,17550,
seq_100_17,4950,285320,2453,49219,549,51225,18520,9052,19003,10959,1051,12998,
seq_100_18,4950,134056,2539,80646,544,52229,18810,11660,19358,16393,1034,17841,
seq_100_19,4950,343801,2063,65184,540,37524,19271,13454,19600,30111,1033,18012,
seq_100_20,4950,194300,2700,57382,544,23401,19598,28177,19886,17674,1038,13158,
seq_100_21,4950,48826,2178,86054,540,37443,19876,9621,20173,10802,1035,12525,
seq_100_22,4950,32292,2773,55303,549,25525,20229,9573,20570,11713,1036,12801,
seq_100_23,4950,46431,2307,117804,545,42269,20579,37305,20998,15378,1026,18272,
seq_100_24,4950,33618,2603,63501,535,74045,20795,12505,21323,28132,1031,14065,
seq_100_25,4950,32842,2525,54421,546,24484,21130,9257,21676,10656,1020,12552,
seq_100_26,4950,44582,2356,80786,548,25971,21625,9619,21986,10429,1025,12487,
seq_100_27,4950,40682,2554,77273,544,24151,21952,8998,22303,10596,1025,11530,
seq_100_28,4950,43169,2308,73810,531,44218,22250,8730,22633,11126,1014,11915,
seq_100_29,4950,50244,2452,82635,529,27463,22663,9457,23043,12204,1020,12863,
seq_100_30,4950,45963,2595,87451,551,26723,23018,8551,23469,11337,1008,14227,
seq_100_31,4950,51847,2247,73993,553,22476,23376,8281,23914,10948,1040,12361,
seq_100_32,4950,47767,2188,80465,534,25492,23776,9099,24145,10446,1022,12628,
seq_100_33,4950,44876,2629,88070,545,24013,24133,8377,24438,10651,1033,12356,
seq_100_34,4950,47912,2402,77946,553,29675,24412,8142,24686,9639,1032,12673,
seq_100_35,4950,52949,2428,47954,540,22651,24696,8039,24936,9892,1045,13025,
seq_100_36,4950,50837,2544,197301,539,27524,25074,9766,25305,11645,1026,13295,
seq_100_37,4950,49928,2350,48029,543,26399,25367,8859,25619,10181,1036,13040,
seq_100_38,4950,46802,2670,52252,545,26838,25662,8663,25940,10686,1011,12688,
seq_100_39,4950,45942,2707,176205,537,27247,25957,8611,26300,10665,1041,13662,
seq_100_40,4950,44892,2183,89029,533,34041,26287,13178,26593,14502,1050,18225,
seq_100_41,4950,53258,2679,79134,548,27903,26539,8860,26881,10531,1022,17004,
seq_100_42,4950,32581,2423,109014,540,21775,26812,8542,27250,10813,1024,12479,
seq_100_43,4950,33894,2480,69699,541,33397,27085,8509,27727,11815,1035,13068,
seq_100_44,4950,34833,2267,67757,542,28327,27343,9383,28093,15744,1031,19086,
seq_100_45,4950,34685,2344,47426,546,24326,27698,12413,28373,46966,1011,19972,
seq_100_46,4950,50513,2573,230317,540,32010,27946,11998,28700,15966,1023,17980,
seq_100_47,4950,50393,2340,59209,536,36934,28268,12996,29025,14875,1025,20224,
seq_100_48,4950,34284,2677,56203,544,25405,28507,8416,29314,9707,1025,12656,
seq_100_49,4950,32048,2214,179704,538,32058,28833,8763,29742,10516,1028,13133,
seq_100_50,4950,40557,2108,14814,539,36674,29277,12867,30062,9951,1039,13088,
seq_100_51,4950,47116,2603,16627,529,31778,29631,8702,30370,9752,1006,12659,
seq_100_52,4950,33344,2745,13285,551,28324,29929,9054,30633,10387,1023,13129,
seq_100_53,4950,36042,2416,12063,546,21508,30296,8796,30901,9493,1021,12855,
seq_100_54,4950,33859,2513,12837,535,25378,30619,8487,31175,9447,1017,12996,
seq_100_55,4950,56260,2698,23079,540,43081,30884,11913,31600,15758,1022,19196,
seq_100_56,4950,45317,2411,19195,539,68397,31230,13236,31849,11998,1020,13435,
seq_100_57,4950,51493,2437,19198,545,33953,31447,12547,32152,13081,1028,19130,
seq_100_58,4950,54804,2258,20812,545,35836,31801,12443,32524,14177,1038,19893,
seq_100_59,4950,52659,2216,20074,546,45280,32235,12984,32803,13264,1033,19125,
seq_100_60,4950,35143,2653,31703,534,38681,32570,12925,33173,15467,1006,23446,
seq_100_61,4950,33041,2491,12489,539,35152,32866,12468,33496,13764,1037,13302,
seq_100_62,4950,35943,2208,12705,537,21412,33250,9084,33753,9007,1036,12441,
seq_100_63,4950,34103,2249,11709,547,23237,33588,8632,34090,9553,1035,12610,
seq_100_64,4950,33823,2555,29924,545,47063,33965,9573,34387,10211,1017,12709,
seq_100_65,4950,46037,2678,36711,538,37234,34347,12337,34719,13583,1029,17947,
seq_100_66,4950,48248,2507,17447,545,36944,34691,11740,35013,13544,1036,18813,
seq_100_67,4950,48288,2603,19768,536,34732,34966,11239,35377,13774,1024,18901,
seq_100_68,4950,46118,2530,12377,543,39800,35301,11675,35649,9899,1028,25076,
seq_100_69,4950,35298,2599,12584,536,56230,35681,9275,36013,11011,1031,12715,
seq_100_70,4950,54850,2267,20888,539,38630,35995,12249,36358,14500,1026,19827,
seq_100_71,4950,59760,2612,22684,549,35000,36292,11751,36670,14311,1021,18735,
seq_100_72,4950,56667,2561,28812,545,29335,36646,9018,36976,13328,1043,40826,
seq_100_73,4950,34934,2388,11961,538,44324,37036,13563,37260,14057,1019,19008,
seq_100_74,4950,47291,2667,22093,534,46759,37301,8800,37669,10333,1035,13424,
seq_100_75,4950,62242,2345,21214,549,44541,37640,23076,38018,11059,1029,12979,
seq_100_76,4950,34432,2446,11920,549,26255,37947,8584,38455,10937,1034,13168,
seq_100_77,4950,53980,2890,25760,544,38484,38287,10091,38749,9504,1014,13946,
seq_100_78,4950,34219,2364,11369,548,29338,38509,8331,39072,10226,1045,13537,
seq_100_79,4950,35890,2552,21966,549,29951,38802,8973,39397,10448,1024,13206,
seq_100_80,4950,46271,2310,20116,546,38822,39143,8966,39658,9285,1033,13130,
seq_100_81,4950,45304,2316,18368,536,37990,39524,9311,40020,10036,1034,12999,
seq_100_82,4950,45438,2448,17250,549,28215,39827,10433,40383,13267,1037,16417,
seq_100_83,4950,53213,2577,20449,544,49434,40116,12451,40678,13705,1031,18521,
seq_100_84,4950,45715,2512,24786,545,32121,40385,9483,41040,11125,1010,14431,
seq_100_85,4950,53515,2618,17156,538,30444,40709,9034,41393,11922,1016,13235,
seq_100_86,4950,48424,2258,14768,544,28698,41036,8750,41714,9514,1027,12749,
seq_100_87,4950,48686,2501,17745,542,32271,41378,8550,42085,9711,1022,11973,
seq_100_88,4950,60670,2653,21150,548,36061,41653,12540,42357,14014,1025,19363,
seq_100_89,4950,42707,2486,16832,539,35443,41915,10728,42671,12618,1019,16107,
seq_100_90,4950,42619,2506,16454,542,41728,42254,11500,42977,11386,1006,15890,
seq_100_91,4950,43176,2148,15133,541,35863,42546,10809,43241,11816,1029,21498,
seq_100_92,4950,42736,2258,15010,550,32070,42885,10465,43575,12299,1041,16178,
seq_100_93,4950,42611,2410,16003,555,29157,43212,10656,43931,11680,1034,15585,
seq_100_94,4950,44382,2606,16638,550,29610,43711,12027,44220,11893,1006,15695,
seq_100_95,4950,44420,2323,15073,539,30428,44064,10478,44509,11324,1017,15467,
seq_100_96,4950,47661,2516,16278,550,30140,44368,10454,44831,11556,1029,15352,
seq_100_97,4950,43137,2579,16419,541,44582,44774,11530,45109,11004,1014,15557,
seq_100_98,4950,43857,2390,15325,539,34640,45129,10063,45442,11341,1015,55147,
seq_100_99,4950,33973,2342,11379,534,23772,45520,8934,45801,10326,1016,12730,
seq_150_0,11175,73896,6353,24871,887,42204,46066,12601,46324,14433,1680,18454,
seq_150_1,11175,93179,5997,32214,901,41198,46611,13599,46791,14437,1707,18932,
seq_150_2,11175,90587,5798,35332,896,53946,47189,16569,47288,17188,1697,23520,
seq_150_3,11175,77621,5163,22282,912,43165,47766,13138,47775,14789,1720,18906,
seq_150_4,11175,89212,5662,24288,896,49135,48229,12087,48330,14746,1715,19549,
seq_150_5,11175,89660,5692,33475,900,37789,48773,13301,48827,14482,1705,19062,
seq_150_6,11175,74866,5417,21985,897,31824,49247,12861,49406,13956,1703,18765,
seq_150_7,11175,78902,5662,30334,896,40753,49768,12209,49935,14746,1716,19572,
seq_150_8,11175,75144,5406,22276,907,33613,50297,12930,50548,13916,1727,19417,
seq_150_9,11175,78536,5869,55476,905,38479,50801,12975,51145,14805,1702,18931,
seq_150_10,11175,71448,5957,23379,902,44724,51293,12892,51701,14156,1724,21198,
seq_150_11,11175,91861,6260,44735,916,53459,51714,18672,52205,22266,1697,27541,
seq_150_12,11175,134918,5128,35676,895,50751,52237,16684,52656,18001,1704,25456,
seq_150_13,11175,139204,5592,39728,898,74619,52829,43153,53404,15547,1732,19949,
seq_150_14,11175,69770,5467,23324,914,38342,53419,13172,53838,14126,1712,20167,
seq_150_15,11175,75599,5061,20845,914,67359,53992,16661,54366,14970,1714,19493,
seq_150_16,11175,80044,5227,25807,899,34125,54506,12984,54817,14553,1705,19665,
seq_150_17,11175,120946,5302,40674,897,77275,55041,19180,55276,32508,1724,20671,
seq_150_18,11175,70483,5244,21630,910,42081,55689,13676,55783,15056,1715,22275,
seq_150_19,11175,74096,5428,22422,898,44780,56197,12649,56640,16261,1732,23463,
seq_150_20,11175,67532,4969,21346,901,41848,56700,13037,57209,15091,1702,19700,
seq_150_21,11175,71728,5737,43181,901,58945,57243,14487,57774,14899,1707,20152,
seq_150_22,11175,95750,5538,32939,896,48665,57709,13613,58340,14342,1719,19173,
seq_150_23,11175,89005,5239,31306,907,45660,58301,14043,58826,14094,1701,19315,
seq_150_24,11175,93488,5523,22919,910,39012,58784,13342,59570,18032,1707,19353,
seq_150_25,11175,90215,6064,24082,901,37294,59291,13379,60239,15874,1715,19670,
seq_150_26,11175,90013,5684,23318,896,34115,59789,12889,60838,14183,1717,18831,
seq_150_27,11175,92218,5393,23334,895,36734,60250,12248,61331,13675,1721,18522,
seq_150_28,11175,91884,5303,22046,903,48504,60790,13597,61895,13988,1714,18870,
seq_150_29,11175,81961,5230,21511,900,35514,61297,13111,62355,15128,1725,20040,
seq_150_30,11175,75443,5556,25100,908,44820,61688,15027,62846,18066,1712,19930,
seq_150_31,11175,74212,6304,25631,900,51991,62142,13745,63286,14040,1716,19410,
seq_150_32,11175,73662,5889,23840,892,45225,62723,16107,63784,17818,1728,19326,
seq_150_33,11175,76024,5871,31499,898,49484,63240,15553,64480,19077,1715,24744,
seq_150_34,11175,100925,5350,23544,912,47890,63785,13455,64991,15403,1707,20275,
seq_150_35,11175,123668,5604,45679,898,50680,64207,18824,65651,22172,1729,31385,
seq_150_36,11175,122602,6116,48714,907,51463,64878,20278,66137,20757,1713,30887,
seq_150_37,11175,116677,5666,39910,898,61192,65365,19408,66606,20279,1706,74578,
seq_150_38,11175,102056,5787,35988,896,57583,65906,16720,67162,19386,1712,25264,
seq_150_39,11175,98853,5646,35463,902,43570,66398,16308,67669,18479,1704,23981,
seq_150_40,11175,101399,5428,34063,901,44055,66930,16132,68328,19170,1707,24973,
seq_150_41,11175,101502,5442,34019,897,52827,67420,25642,68817,17641,1697,23934,
seq_150_42,11175,93061,5543,46152,904,43012,67919,16198,69333,18414,1701,24322,
seq_150_43,11175,94991,5486,33710,895,44183,68457,15612,69974,18851,1693,24644,
seq_150_44,11175,97853,5534,33920,903,47359,69008,15293,70679,18215,1705,24480,
seq_150_45,11175,99800,5676,34944,912,45019,69549,16439,71171,17560,1724,23833,
seq_150_46,11175,98792,5722,34397,897,43145,70037,15538,71545,17553,1721,23587,
seq_150_47,11175,106723,5440,33451,903,39419,70696,17252,72017,17376,1708,29396,
seq_150_48,11175,100266,5838,36403,898,47008,71252,16195,72663,19103,1708,24886,
seq_150_49,11175,131440,5603,34780,910,58248,71766,17443,73280,19104,1702,24071,
seq_150_50,11175,97489,5275,31601,901,48948,72515,27408,73888,19591,1701,24703,
seq_150_51,11175,70720,5673,25187,896,41556,72931,12785,74468,15199,1704,20280,
seq_150_52,11175,71904,5039,35091,905,48420,73446,12909,74974,14720,1727,20004,
seq_150_53,11175,80545,5802,34877,912,51403,73994,15961,75522,15676,1705,19907,
seq_150_54,11175,74514,5261,30889,896,47410,74494,14486,76040,14745,1725,19793,
seq_150_55,11175,74705,4910,40266,892,63937,74918,19026,76651,24319,1722,30092,
seq_150_56,11175,116213,5137,33944,891,52324,75568,17037,77194,15179,1705,19605,
seq_150_57,11175,75908,5508,31189,892,66320,76192,16408,77750,14682,1719,19479,
seq_150_58,11175,80490,6547,36763,893,50188,76754,15429,78431,15520,1696,19635,
seq_150_59,11175,83446,5632,34027,898,44259,77243,15003,79023,14701,1695,20055,
seq_150_60,11175,71616,5305,30525,897,43029,77805,15441,79592,14674,1712,19485,
seq_150_61,11175,87403,5478,39038,900,55127,78285,22841,80078,21291,1712,31348,
seq_150_62,11175,73315,5576,32905,890,53131,78648,18659,80699,16135,1717,19957,
seq_150_63,11175,73632,5390,28257,900,45104,79234,24474,81180,40056,1735,28046,
seq_150_64,11175,76792,5719,34244,911,46993,79811,15168,81743,14386,1714,19829,
seq_150_65,11175,86058,5807,28469,893,83416,80412,34840,82297,23001,1737,39766,
seq_150_66,11175,97604,5512,24175,903,36961,80871,17929,83081,16542,1723,21014,
seq_150_67,11175,75251,5704,37329,900,37132,81351,15775,83519,14495,1719,20109,
seq_150_68,11175,78229,5811,25269,897,38014,81840,13447,83991,14317,1695,19043,
seq_150_69,11175,81730,5755,25193,908,39996,82323,13393,84519,14337,1715,19613,
seq_150_70,11175,74935,5209,22912,896,32182,82960,17718,84959,16656,1693,19462,
seq_150_71,11175,77054,5917,25082,913,33323,83714,15311,85473,15474,1714,19169,
seq_150_72,11175,78438,5695,28404,907,37302,84295,14248,85978,14402,1691,19270,
seq_150_73,11175,77116,5444,23696,897,30586,84807,14392,86420,15065,1715,19769,
seq_150_74,11175,84166,5217,23458,900,37331,85389,15391,86913,15403,1724,19240,
seq_150_75,11175,83991,5642,26232,892,46016,86068,15920,87496,14914,1693,18948,
seq_150_76,11175,74020,5639,25527,894,34459,86840,19047,88082,15686,1716,21011,
seq_150_77,11175,74717,5846,35349,900,40423,87321,16150,88519,14874,1707,19991,
seq_150_78,11175,77513,5477,29534,894,37496,87959,14618,89014,14006,1698,20013,
seq_150_79,11175,76785,5493,23808,899,35725,88461,13589,89647,14044,1700,19171,
seq_150_80,11175,75800,5777,30615,906,34622,88850,13771,90218,14821,1713,19535,
seq_150_81,11175,70448,5556,32708,903,34484,89296,14187,90673,14143,1719,19663,
seq_150_82,11175,79194,5862,53560,891,41141,89813,14553,91326,14673,1715,18929,
seq_150_83,11175,77758,5445,24340,896,41352,90391,14011,91787,14333,1714,23147,
seq_150_84,11175,77204,6145,37868,895,34849,91033,15213,92443,15024,1707,19193,
seq_150_85,11175,77888,6024,33122,893,155098,91573,17663,92999,14761,1725,20177,
seq_150_86,11175,77782,5280,28035,900,40059,92263,17113,93633,15849,1720,20101,
seq_150_87,11175,68817,5627,25061,902,36672,92901,15058,94246,14436,1715,19149,
seq_150_88,11175,74211,5581,32376,899,31767,93291,13946,94716,13426,1711,19541,
seq_150_89,11175,73826,5279,25936,903,43141,93751,13651,95200,14389,1696,19719,
seq_150_90,11175,78955,5836,31902,916,34404,94367,15139,95964,15783,1712,19286,
seq_150_91,11175,77410,5502,31509,891,43900,94922,17500,96465,14967,1729,19766,
seq_150_92,11175,147839,5239,22987,895,37549,95554,17059,96989,15460,1715,20192,
seq_150_93,11175,85711,5930,24971,899,42035,96107,15062,97431,14898,1701,20003,
seq_150_94,11175,73718,5630,24639,901,32263,96572,15427,97860,15525,1717,20086,
seq_150_95,11175,79024,6002,26501,899,34390,97203,14484,98621,16701,1706,19902,
seq_150_96,11175,80107,5604,25974,910,35777,97850,17795,99196,15123,1723,19902,
seq_150_97,11175,74056,5802,25310,904,37338,98454,13791,99838,15318,1718,19259,
seq_150_98,11175,81390,5213,23251,902,33986,99048,14653,100400,14477,1717,19384,
seq_150_99,11175,84578,5597,23961,912,34947,99588,13806,100926,14013,1705,18850,
seq_200_0,19900,124454,10243,40390,1286,52188,100271,20335,101627,19810,2439,26681,
seq_200_1,19900,139284,10623,48486,1277,54018,100974,35255,102424,20687,2441,26509,
seq_200_2,19900,115051,9901,38656,1282,53285,101620,21349,103114,20385,2445,27085,
seq_200_3,19900,140820,9749,37990,1274,48369,102653,27517,103742,20460,2456,27006,
seq_200_4,19900,191428,10576,74116,1285,67092,103474,27485,104627,29478,2435,46656,
seq_200_5,19900,201763,9502,68162,1282,74777,104231,28022,105508,28751,2448,41431,
seq_200_6,19900,132886,9987,38959,1284,47029,104976,23065,106366,20542,2470,27152,
seq_200_7,19900,142414,9459,37286,1275,48543,105927,23813,107103,19618,2483,26453,
seq_200_8,19900,140185,10210,39938,1286,46942,106591,21931,107980,20687,2445,26953,
seq_200_9,19900,265714,10983,41539,1296,48840,107478,22222,108675,19314,2457,26408,
seq_200_10,19900,138912,9908,38417,1305,74652,108129,29110,109579,20681,2460,27781,
seq_200_11,19900,154717,10648,46608,1284,49973,108757,19204,110499,21772,2425,28102,
seq_200_12,19900,143362,9071,38440,1287,52167,109357,18763,111212,19639,2455,27894,
seq_200_13,19900,137945,10302,43501,1277,46616,109946,19355,112105,21258,2463,27086,
seq_200_14,19900,126708,9773,41382,1275,49179,110592,19184,112884,19778,2448,26696,
seq_200_15,19900,135557,9590,40923,1286,49200,111396,20090,113582,20026,2469,48993,
seq_200_16,19900,141898,9889,40926,1280,49012,112164,21051,114325,19818,2454,26937,
seq_200_17,19900,139323,10073,42132,1291,48324,112894,19078,115268,20685,2452,26869,
seq_200_18,19900,139887,9683,40226,1284,45173,113804,21946,116188,22844,2426,27295,
seq_200_19,19900,136523,8653,37390,1267,46288,114612,20865,116898,20010,2458,27275,
seq_200_20,19900,200486,10202,42459,1288,51660,115339,21925,117636,20148,2440,26641,
seq_200_21,19900,207217,9955,41766,1271,48033,116135,23825,118640,22294,2456,27639,
seq_200_22,19900,139679,9831,41815,1291,45815,116861,20207,119317,19865,2456,27762,
seq_200_23,19900,142785,10402,43807,1283,52303,117648,20105,120337,27630,2462,27293,
